gonderen_depo;alan_magaza;urun;baslangic_depo_stok;ihtiyac_adet;karsilanan_adet;kalan_ihtiyac;depo_sevk_toplam;depo_kalan_nihai
STOK_YOK;2401;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101931818SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101931818SIYAHXS;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101932238BEYAZ40;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101932238BEYAZ40;0.000000;1;0;1;0;0.000000
910101;1101;101932239SIYAH37;45.000000;1;1;0;2;43.000000
910101;1601;101932239SIYAH37;45.000000;1;1;0;2;43.000000
STOK_YOK;1101;101932435SIYAH41;0.000000;1;0;1;0;0.000000
STOK_YOK;2701;101932435SIYAH41;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101932435SIYAH45;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101932435SIYAH45;0.000000;1;0;1;0;0.000000
STOK_YOK;2801;101932435SIYAH45;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101932447BEYAZ40;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101932447BEYAZ40;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101932447BEYAZ40;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101932447BEYAZ40;0.000000;1;0;1;0;0.000000
STOK_YOK;2701;101932447BEYAZ40;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101932447BEYAZ43;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101932447BEYAZ43;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101932447BEYAZ43;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101932447BEYAZ43;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;101932447BEYAZ43;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101932457SIYAH43;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101932457SIYAH43;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101932463SIYAH43;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;101932463SIYAH43;0.000000;1;0;1;0;0.000000
STOK_YOK;2801;101932463SIYAH43;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939390SIYAHL;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939390SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101939390SIYAHM;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939390SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1801;101939390SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939390SIYAHXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939391KIRIK BEYAZM;0.000000;2;0;2;0;0.000000
STOK_YOK;2101;101939391KIRIK BEYAZM;0.000000;2;0;2;0;0.000000
STOK_YOK;1301;101939391KIRIK BEYAZM;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939391KIRIK BEYAZM;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101939391KIRIK BEYAZM;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101939391KIRIK BEYAZM;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939391KIRIK BEYAZS;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101939391KIRIK BEYAZS;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101939391KIRIK BEYAZS;0.000000;1;0;1;0;0.000000
STOK_YOK;1601;101939391KIRIK BEYAZS;0.000000;1;0;1;0;0.000000
STOK_YOK;2301;101939391KIRIK BEYAZS;0.000000;1;0;1;0;0.000000
STOK_YOK;301;101939391KIRIK BEYAZS;0.000000;1;0;1;0;0.000000
STOK_YOK;1101;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1301;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1401;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;1901;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2101;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
STOK_YOK;2401;101939391KIRIK BEYAZXXL;0.000000;1;0;1;0;0.000000
